Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Source,EID
"Skyberg A.M., Beeler-Duden S., Goldstein A.M., Gancayco C.A., Lillard A.S., Connelly J.J., Morris J.P.","57452073200;57213268194;57649871000;57212019716;6603665929;7101698740;9241548500;","Neuroepigenetic impact on mentalizing in childhood",2022,"Developmental Cognitive Neuroscience","54",,"101080","","",,,"10.1016/j.dcn.2022.101080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124609854&doi=10.1016%2fj.dcn.2022.101080&partnerID=40&md5=909dcf0ff6103a41b8a86cb021500b0d","University of Virginia, Department of Psychology, 102 Gilmer Hall, P.O. Box 400400, Charlottesville, VA  22904, United States; Research Computing, University of Virginia, Charlottesville, VA, United States","Skyberg, A.M., University of Virginia, Department of Psychology, 102 Gilmer Hall, P.O. Box 400400, Charlottesville, VA  22904, United States; Beeler-Duden, S., University of Virginia, Department of Psychology, 102 Gilmer Hall, P.O. Box 400400, Charlottesville, VA  22904, United States; Goldstein, A.M., University of Virginia, Department of Psychology, 102 Gilmer Hall, P.O. Box 400400, Charlottesville, VA  22904, United States; Gancayco, C.A., Research Computing, University of Virginia, Charlottesville, VA, United States; Lillard, A.S., University of Virginia, Department of Psychology, 102 Gilmer Hall, P.O. Box 400400, Charlottesville, VA  22904, United States; Connelly, J.J., University of Virginia, Department of Psychology, 102 Gilmer Hall, P.O. Box 400400, Charlottesville, VA  22904, United States; Morris, J.P., University of Virginia, Department of Psychology, 102 Gilmer Hall, P.O. Box 400400, Charlottesville, VA  22904, United States","Epigenetics; FMRI; Mentalizing; Middle childhood; Oxytocin","Article; BOLD signal; brain function; child; childhood; CpG island; DNA methylation; epigenetics; female; gene; gene expression; genetic association; human; inferior frontal gyrus; male; mentalization; OXTRm gene; perception; social competence; temporoparietal junction; adolescent; brain; brain mapping; genetics; nuclear magnetic resonance imaging; physiology; theory of mind; young adult; oxytocin; oxytocin receptor; Adolescent; Brain; Brain Mapping; Child; Humans; Magnetic Resonance Imaging; Mentalization; Oxytocin; Receptors, Oxytocin; Theory of Mind; Young Adult",Article,Scopus,2-s2.0-85124609854
"Powers J.P., Kako N., McIntosh D.N., McRae K.","57204908120;57222197326;7102672259;23568462200;","Competitive interactions between cognitive reappraisal and mentalizing",2022,"International Journal of Psychophysiology","174",,,"17","28",,1,"10.1016/j.ijpsycho.2022.01.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124035657&doi=10.1016%2fj.ijpsycho.2022.01.012&partnerID=40&md5=a314a868d8da1448f39aa3015f3f03fd","University of Denver, Department of Psychology, 2155 S. Race St., Denver, CO, United States","Powers, J.P., University of Denver, Department of Psychology, 2155 S. Race St., Denver, CO, United States; Kako, N., University of Denver, Department of Psychology, 2155 S. Race St., Denver, CO, United States; McIntosh, D.N., University of Denver, Department of Psychology, 2155 S. Race St., Denver, CO, United States; McRae, K., University of Denver, Department of Psychology, 2155 S. Race St., Denver, CO, United States","Emotion regulation; Facilitation; fMRI; Mentalizing; Reappraisal","adult; article; cognitive reappraisal; competition; emotion regulation; facilitation; factorial design; female; friend; functional magnetic resonance imaging; human; human experiment; male; mentalization; self report; cognition; emotion; nuclear magnetic resonance imaging; physiology; Cognition; Emotional Regulation; Emotions; Humans; Magnetic Resonance Imaging; Mentalization",Article,Scopus,2-s2.0-85124035657
"Xiao Y., Alkire D., Moraczewski D., Redcay E.","57715356800;56891564400;57191160054;8615770000;","Developmental differences in brain functional connectivity during social interaction in middle childhood",2022,"Developmental Cognitive Neuroscience","54",,"101079","","",,,"10.1016/j.dcn.2022.101079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124015634&doi=10.1016%2fj.dcn.2022.101079&partnerID=40&md5=e961ee4dac4106e2b0787583d7c914c0","Center for Language and Brain, Shenzhen Institute of Neuroscience, Shenzhen, China; Department of Psychology, University of Maryland, College Park, MD, United States; Neuroscience and Cognitive Science Program, University of Maryland, College Park, MD, United States; Data Science and Sharing Team, National Institute of Mental Health, Bethesda, MD, United States","Xiao, Y., Center for Language and Brain, Shenzhen Institute of Neuroscience, Shenzhen, China, Department of Psychology, University of Maryland, College Park, MD, United States, Neuroscience and Cognitive Science Program, University of Maryland, College Park, MD, United States; Alkire, D., Department of Psychology, University of Maryland, College Park, MD, United States, Neuroscience and Cognitive Science Program, University of Maryland, College Park, MD, United States; Moraczewski, D., Department of Psychology, University of Maryland, College Park, MD, United States, Data Science and Sharing Team, National Institute of Mental Health, Bethesda, MD, United States; Redcay, E., Department of Psychology, University of Maryland, College Park, MD, United States, Neuroscience and Cognitive Science Program, University of Maryland, College Park, MD, United States","FMRI; Functional connectivity; Mentalizing; Middle childhood; Social reward","age; Article; autism; behavior assessment; child; childhood; communication disorder; ethnicity; female; functional connectivity; functional magnetic resonance imaging; gender; human; male; mentalization; mirror neuron system; motivation; questionnaire; reaction time; reward; salience network; social belief; social interaction; adolescent; autism; brain; brain mapping; mirror neuron; nerve tract; nuclear magnetic resonance imaging; physiology; Adolescent; Autism Spectrum Disorder; Brain; Brain Mapping; Child; Humans; Magnetic Resonance Imaging; Mirror Neurons; Neural Pathways; Social Interaction",Article,Scopus,2-s2.0-85124015634
"McKechanie A.G., Lawrie S.M., Whalley H.C., Stanfield A.C.","8521071700;7006525184;57200399438;14025172500;","A functional MRI facial emotion-processing study of autism in individuals with special educational needs.",2022,"Psychiatry Research - Neuroimaging","320",,"111426","","",,,"10.1016/j.pscychresns.2021.111426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121108688&doi=10.1016%2fj.pscychresns.2021.111426&partnerID=40&md5=d8601e9b62c6d50af15107f785b9b618","Patrick Wild Centre, University of Edinburgh, Edinburgh, United Kingdom; Division of Psychiatry, University of Edinburgh, Edinburgh, United Kingdom","McKechanie, A.G., Patrick Wild Centre, University of Edinburgh, Edinburgh, United Kingdom, Division of Psychiatry, University of Edinburgh, Edinburgh, United Kingdom; Lawrie, S.M., Patrick Wild Centre, University of Edinburgh, Edinburgh, United Kingdom, Division of Psychiatry, University of Edinburgh, Edinburgh, United Kingdom; Whalley, H.C., Division of Psychiatry, University of Edinburgh, Edinburgh, United Kingdom; Stanfield, A.C., Patrick Wild Centre, University of Edinburgh, Edinburgh, United Kingdom, Division of Psychiatry, University of Edinburgh, Edinburgh, United Kingdom","Autism; fMRI; Functional Imaging; Intellectual disability; Special education","adult; autism; brain; diagnostic imaging; emotion; facial expression; female; human; male; nuclear magnetic resonance imaging; physiology; procedures; young adult; Adult; Autistic Disorder; Brain; Emotions; Facial Expression; Female; Humans; Magnetic Resonance Imaging; Male; Young Adult",Article,Scopus,2-s2.0-85121108688
"Bozzatello P., Morese R., Valentini M.C., Rocca P., Bellino S.","25722930400;55216533000;35611359500;7005220882;6701558269;","How Interpersonal Psychotherapy Changes the Brain: A Study of fMRI in Borderline Personality Disorder",2022,"Journal of Clinical Psychiatry","83","1","21m13918","","",,,"10.4088/JCP.21m13918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136215471&doi=10.4088%2fJCP.21m13918&partnerID=40&md5=7de368fccbd4ca10067b21e26b27057b","Center for Personality Disorders, Department of Neuroscience, University of Turin, Turin, Italy; Faculty of Communication, Culture and Society, Università della Svizzera Italiana, Lugano, Switzerland; Faculty of Biomedical Sciences, Università della Svizzera Italiana, Lugano, Switzerland; Department of Neuroradiology, Hospital Città della Salute e della Scienza, Turin, Italy; Department of Neuroscience, University of Turin, Turin, Italy; Neuroscience Institute of Turin, Italy","Bozzatello, P., Center for Personality Disorders, Department of Neuroscience, University of Turin, Turin, Italy; Morese, R., Faculty of Communication, Culture and Society, Università della Svizzera Italiana, Lugano, Switzerland, Faculty of Biomedical Sciences, Università della Svizzera Italiana, Lugano, Switzerland; Valentini, M.C., Department of Neuroradiology, Hospital Città della Salute e della Scienza, Turin, Italy; Rocca, P., Department of Neuroscience, University of Turin, Turin, Italy, Neuroscience Institute of Turin, Italy; Bellino, S., Center for Personality Disorders, Department of Neuroscience, University of Turin, Turin, Italy, Neuroscience Institute of Turin, Italy",,"anterior cingulate; Article; Barrat Impulsiveness Scale version 11; Borderline Personality Disorder Severity Index; borderline state; clinical article; Clinical Global Impression scale; controlled study; disease severity; DSM-5; functional magnetic resonance imaging; human; image analysis; interpersonal psychotherapy; interview; psychological rating scale; scoring system; Social and Occupational Functioning Assessment Scale; task performance; temporoparietal junction",Article,Scopus,2-s2.0-85136215471
"Yoshioka A., Tanabe H.C., Sumiya M., Nakagawa E., Okazaki S., Koike T., Sadato N.","57420774400;57594164500;23568939300;56943105200;57190032004;23392611800;7004689606;","Neural substrates of shared visual experiences: a hyperscanning fMRI study",2021,"Social cognitive and affective neuroscience","16","12",,"1264","1275",,6,"10.1093/scan/nsab082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118480663&doi=10.1093%2fscan%2fnsab082&partnerID=40&md5=d5da890fa4d391b58e9dceb8b9edfe50","Department of Cognitive and Psychological Sciences, Graduate School of Informatics, Nagoya University, Nagoya, 464-8601, Japan; Japan Society for the Promotion of ScienceTokyo  102-0083, Japan; Division of Cerebral Integration, Department of System Neuroscience, National Institute for Physiological Sciences (NIPS), Okazaki, 444-8585, Japan","Yoshioka, A., Department of Cognitive and Psychological Sciences, Graduate School of Informatics, Nagoya University, Nagoya, 464-8601, Japan, Japan Society for the Promotion of ScienceTokyo  102-0083, Japan; Tanabe, H.C., Department of Cognitive and Psychological Sciences, Graduate School of Informatics, Nagoya University, Nagoya, 464-8601, Japan; Sumiya, M., Japan Society for the Promotion of ScienceTokyo  102-0083, Japan, Division of Cerebral Integration, Department of System Neuroscience, National Institute for Physiological Sciences (NIPS), Okazaki, 444-8585, Japan; Nakagawa, E., Division of Cerebral Integration, Department of System Neuroscience, National Institute for Physiological Sciences (NIPS), Okazaki, 444-8585, Japan; Okazaki, S., Division of Cerebral Integration, Department of System Neuroscience, National Institute for Physiological Sciences (NIPS), Okazaki, 444-8585, Japan; Koike, T., Division of Cerebral Integration, Department of System Neuroscience, National Institute for Physiological Sciences (NIPS), Okazaki, 444-8585, Japan; Sadato, N., Division of Cerebral Integration, Department of System Neuroscience, National Institute for Physiological Sciences (NIPS), Okazaki, 444-8585, Japan","hyperscanning fMRI; intentionality; joint attention; mentalizing; mirroring system","adult; attention; brain; brain mapping; diagnostic imaging; human; nuclear magnetic resonance imaging; procedures; temporal lobe; Adult; Attention; Brain; Brain Mapping; Humans; Magnetic Resonance Imaging; Temporal Lobe",Article,Scopus,2-s2.0-85118480663
"Zhu R., Xu Z., Su S., Feng C., Luo Y., Tang H., Zhang S., Wu X., Mai X., Liu C.","56520814700;57188826931;55308586500;56502826800;57717131000;37116024700;56789407100;57203330216;57219190130;57191678042;","From gratitude to injustice: Neurocomputational mechanisms of gratitude-induced injustice",2021,"NeuroImage","245",,"118730","","",,1,"10.1016/j.neuroimage.2021.118730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120729215&doi=10.1016%2fj.neuroimage.2021.118730&partnerID=40&md5=32ae811c2222bc061a95166b72e52ae9","Business School, Beijing Normal University, Beijing, 100875, China; State Key Laboratory of Cognitive Neuroscience and Learning and IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China; Centre for Collaboration and Innovation in Brain and Learning Sciences, Beijing Normal University, Beijing, 100875, China; Beijing Key Laboratory of Brain Imaging and Connectomics, Beijing Normal University, Beijing, 100875, China; Guangdong Provincial Key Laboratory of Mental Health and Cognitive Science, Centre for Studies of Psychological Application, School of Psychology, South China Normal University, Guangzhou, 510631, China; Fralin Biomedical Research Institute at VTC, Virginia Tech, Roanoke, United States; Department of Psychology, Renmin University of China, Beijing, 100872, China","Zhu, R., Business School, Beijing Normal University, Beijing, 100875, China; Xu, Z., State Key Laboratory of Cognitive Neuroscience and Learning and IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China, Centre for Collaboration and Innovation in Brain and Learning Sciences, Beijing Normal University, Beijing, 100875, China, Beijing Key Laboratory of Brain Imaging and Connectomics, Beijing Normal University, Beijing, 100875, China; Su, S., Business School, Beijing Normal University, Beijing, 100875, China; Feng, C., Guangdong Provincial Key Laboratory of Mental Health and Cognitive Science, Centre for Studies of Psychological Application, School of Psychology, South China Normal University, Guangzhou, 510631, China; Luo, Y., Fralin Biomedical Research Institute at VTC, Virginia Tech, Roanoke, United States; Tang, H., Business School, Beijing Normal University, Beijing, 100875, China; Zhang, S., State Key Laboratory of Cognitive Neuroscience and Learning and IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China, Centre for Collaboration and Innovation in Brain and Learning Sciences, Beijing Normal University, Beijing, 100875, China, Beijing Key Laboratory of Brain Imaging and Connectomics, Beijing Normal University, Beijing, 100875, China; Wu, X., State Key Laboratory of Cognitive Neuroscience and Learning and IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China, Centre for Collaboration and Innovation in Brain and Learning Sciences, Beijing Normal University, Beijing, 100875, China, Beijing Key Laboratory of Brain Imaging and Connectomics, Beijing Normal University, Beijing, 100875, China; Mai, X., Department of Psychology, Renmin University of China, Beijing, 100872, China; Liu, C., State Key Laboratory of Cognitive Neuroscience and Learning and IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China, Centre for Collaboration and Innovation in Brain and Learning Sciences, Beijing Normal University, Beijing, 100875, China, Beijing Key Laboratory of Brain Imaging and Connectomics, Beijing Normal University, Beijing, 100875, China","Gratitude; Injustice; Mentalizing; Protection tendency; Reward processing","adult; article; computer model; controlled study; female; functional magnetic resonance imaging; human; human experiment; male; mentalization; morality; punishment; reward; self report; temporoparietal junction; ventromedial prefrontal cortex; altruism; brain mapping; cooperation; coping behavior; electrostimulation; emotion; human relation; nuclear magnetic resonance imaging; pain; procedures; psychology; young adult; Adaptation, Psychological; Altruism; Brain Mapping; Electric Stimulation; Emotions; Female; Helping Behavior; Humans; Interpersonal Relations; Magnetic Resonance Imaging; Male; Pain; Punishment; Young Adult",Article,Scopus,2-s2.0-85120729215
"Holštajn Zemánková P., Gajdoš M., Světlák M., Bareš M., Širůček J., Kašpárek T.","57199654770;54963801600;15729804800;56600176600;23010784100;6602405441;","Processing of emotionally ambiguous stimuli in eating disorders: an fMRI pilot study",2021,"Eating and Weight Disorders","26","8",,"2757","2761",,,"10.1007/s40519-021-01130-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100790920&doi=10.1007%2fs40519-021-01130-7&partnerID=40&md5=7512c4f2f50294064ec80957c4fcefe5","First Department of Neurology, St. Anne’s University Hospital and School of Medicine, Masaryk University, Brno, Czech Republic; Behavioral and Social Neuroscience, CEITEC, Masaryk University, Brno, Czech Republic; Multimodal and Functional Imaging Laboratory, CEITEC, Masaryk University, Brno, Czech Republic; Department of Psychiatry, Masaryk University and University Hospital Brno, Brno, Czech Republic; Department of Psychology and Psychosomatics, Faculty of Medicine, Masaryk University, Brno, Czech Republic; Department of Psychology, Faculty of Social Studies, Masaryk University, Brno, Czech Republic","Holštajn Zemánková, P., First Department of Neurology, St. Anne’s University Hospital and School of Medicine, Masaryk University, Brno, Czech Republic, Behavioral and Social Neuroscience, CEITEC, Masaryk University, Brno, Czech Republic; Gajdoš, M., Multimodal and Functional Imaging Laboratory, CEITEC, Masaryk University, Brno, Czech Republic; Světlák, M., Department of Psychiatry, Masaryk University and University Hospital Brno, Brno, Czech Republic, Department of Psychology and Psychosomatics, Faculty of Medicine, Masaryk University, Brno, Czech Republic; Bareš, M., First Department of Neurology, St. Anne’s University Hospital and School of Medicine, Masaryk University, Brno, Czech Republic; Širůček, J., Department of Psychology, Faculty of Social Studies, Masaryk University, Brno, Czech Republic; Kašpárek, T., Department of Psychiatry, Masaryk University and University Hospital Brno, Brno, Czech Republic","Ambiguity; Eating disorders; fMRI; Mentalization; Right supramarginal gyrus; Thematic apperception test","adult; anterior insula; Article; clinical article; controlled study; eating disorder; electroencephalogram; emotional network; evoked response; experimental design; female; functional magnetic resonance imaging; human; medial prefrontal cortex; mentalization; pilot study; stimulus response; supramarginal gyrus; thematic apperception test; diagnostic imaging; emotion; emotional disorder; nuclear magnetic resonance imaging; Affective Symptoms; Emotions; Feeding and Eating Disorders; Female; Humans; Magnetic Resonance Imaging; Pilot Projects",Article,Scopus,2-s2.0-85100790920
"Kolling N., Braunsdorf M., Vijayakumar S., Bekkering H., Toni I., Mars R.B.","54883946500;57278150500;57195557579;55154252600;6603768534;15843792200;","Constructing others’ beliefs from One’s own using medial frontal cortex",2021,"Journal of Neuroscience","34","3",,"9571","9580",,1,"10.1523/JNEUROSCI.0011-21.2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115914371&doi=10.1523%2fJNEUROSCI.0011-21.2021&partnerID=40&md5=38da7d140b837da990d030864f2fad2f","Wellcome Centre for Integrative Neuroimaging, Department of Psychiatry, University of Oxford, Oxford, OX3 7JX, United Kingdom; Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen, Nijmegen, 6525 AJ, Netherlands; Wellcome Centre for Integrative Neuroimaging, Centre for Functional MRI of the Brain, Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, University of Oxford, Oxford, OX3 9DU, United Kingdom","Kolling, N., Wellcome Centre for Integrative Neuroimaging, Department of Psychiatry, University of Oxford, Oxford, OX3 7JX, United Kingdom; Braunsdorf, M., Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen, Nijmegen, 6525 AJ, Netherlands; Vijayakumar, S., Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen, Nijmegen, 6525 AJ, Netherlands; Bekkering, H., Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen, Nijmegen, 6525 AJ, Netherlands; Toni, I., Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen, Nijmegen, 6525 AJ, Netherlands; Mars, R.B., Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen, Nijmegen, 6525 AJ, Netherlands, Wellcome Centre for Integrative Neuroimaging, Centre for Functional MRI of the Brain, Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, University of Oxford, Oxford, OX3 9DU, United Kingdom","Belief; Cognitive neuroscience; Evidence; Medial frontal cortex; Social interaction; Social neuroscience","adult; article; cognitive neuroscience; controlled study; female; functional magnetic resonance imaging; human; human experiment; male; medial frontal cortex; prediction; social interaction; temporoparietal junction; nuclear magnetic resonance imaging; physiology; prefrontal cortex; social cognition; Adult; Female; Humans; Magnetic Resonance Imaging; Male; Mentalization; Prefrontal Cortex; Social Cognition",Article,Scopus,2-s2.0-85115914371
"Achim A.M., Deschamps I., Thibaudeau É., Loignon A., Rousseau L.-S., Fossard M., Tremblay P.","7003879842;53463496400;57196477319;57211135701;56059188600;10139617400;36818596700;","The neural correlates of referential communication: Taking advantage of sparse-sampling fMRI to study verbal communication with a real interaction partner",2021,"Brain and Cognition","154",,"105801","","",,1,"10.1016/j.bandc.2021.105801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116927028&doi=10.1016%2fj.bandc.2021.105801&partnerID=40&md5=8ec59dfcd34393adfe9465eadb63b77b","Département de Psychiatrie et Neurosciences, Université Laval, Pavillon Ferdinand-Vandry, (room 4873), 1050, Avenue de la Médecine, Quebec City, QC  G1V 0A6, Canada; Human Services, Georgian College, 825 Memorial Avenue, Orillia, ON  L3V 6S2, Canada; École de Psychologie, Université Laval, Pavillon Félix-Antoine-Savard (room 1116), 2325, rue des Bibliothèques, Université Laval, Quebec City, QC  G1V 0A6, Canada; Institut des sciences logopédiques, Université de Neuchâtel, Rue Pierre-à-Mazel 7, Neuchâtel, CH-2000, Switzerland; Département de réadaptation, Université Laval, Pavillon Ferdinand-Vandry, (room 4247), 1050, Avenue de la Médecine, Quebec City, QC  G1V 0A6, Canada; Centre de recherche CERVO / CERVO brain research Centre, 2601, de la Canardière, Québec, QC  G1J 2G3, Canada","Achim, A.M., Département de Psychiatrie et Neurosciences, Université Laval, Pavillon Ferdinand-Vandry, (room 4873), 1050, Avenue de la Médecine, Quebec City, QC  G1V 0A6, Canada, Centre de recherche CERVO / CERVO brain research Centre, 2601, de la Canardière, Québec, QC  G1J 2G3, Canada; Deschamps, I., Human Services, Georgian College, 825 Memorial Avenue, Orillia, ON  L3V 6S2, Canada; Thibaudeau, É., École de Psychologie, Université Laval, Pavillon Félix-Antoine-Savard (room 1116), 2325, rue des Bibliothèques, Université Laval, Quebec City, QC  G1V 0A6, Canada, Centre de recherche CERVO / CERVO brain research Centre, 2601, de la Canardière, Québec, QC  G1J 2G3, Canada; Loignon, A., École de Psychologie, Université Laval, Pavillon Félix-Antoine-Savard (room 1116), 2325, rue des Bibliothèques, Université Laval, Quebec City, QC  G1V 0A6, Canada, Centre de recherche CERVO / CERVO brain research Centre, 2601, de la Canardière, Québec, QC  G1J 2G3, Canada; Rousseau, L.-S., École de Psychologie, Université Laval, Pavillon Félix-Antoine-Savard (room 1116), 2325, rue des Bibliothèques, Université Laval, Quebec City, QC  G1V 0A6, Canada, Centre de recherche CERVO / CERVO brain research Centre, 2601, de la Canardière, Québec, QC  G1J 2G3, Canada; Fossard, M., Institut des sciences logopédiques, Université de Neuchâtel, Rue Pierre-à-Mazel 7, Neuchâtel, CH-2000, Switzerland; Tremblay, P., Département de réadaptation, Université Laval, Pavillon Ferdinand-Vandry, (room 4247), 1050, Avenue de la Médecine, Quebec City, QC  G1V 0A6, Canada, Centre de recherche CERVO / CERVO brain research Centre, 2601, de la Canardière, Québec, QC  G1J 2G3, Canada","Collaboration; Mentalizing; Referential communication; Social cognition; Sparse sampling; Theory of mind","adult; Article; dorsolateral prefrontal cortex; female; frontal cortex; functional magnetic resonance imaging; human; human experiment; inferior frontal gyrus; male; medial prefrontal cortex; mentalization; middle temporal gyrus; normal human; occipital cortex; pilot study; precuneus; referential communication; sampling; social cognition; social interaction; sparse sampling; superior temporal gyrus; superior temporal sulcus; temporal cortex; temporoparietal junction; theory of mind; verbal behavior; verbal communication; brain mapping; interpersonal communication; nuclear magnetic resonance imaging; speech; theory of mind; Brain Mapping; Communication; Humans; Magnetic Resonance Imaging; Pilot Projects; Speech; Theory of Mind",Article,Scopus,2-s2.0-85116927028
