"","X","subject","educ86","twoyr","female","black","hispanic","bytest","dadmiss","dadvoc","dadsome","dadcoll","mommiss","momvoc","momsome","momcoll","fincome","fincmiss","ownhome","perwhite","urban","cue80","stypc80","stwmfg80","tuition2","tuition4","dist2yr","dist4yr","region_midwest","region_south","region_west","nearer2yr","dad.educ","mom.educ","region","race.ethnicity","outcome","treatment"
"1411",1411,3662,16,0,0,0,1,66.73,0,0,0,0,0,0,0,0,14000,0,1,37,0,10.4,10980,9.92,288.68,454.97,70,160,0,1,0,TRUE,"High School","High School","South","Hispanic",16,0
"1412",1412,3663,16,0,0,0,1,57.75,0,0,0,0,0,0,0,0,18000,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"High School","High School","South","Hispanic",16,0
"1413",1413,3664,13,0,1,0,1,61.79,0,0,1,0,0,0,0,0,31500,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"Some College","High School","South","Hispanic",13,0
"1414",1414,3665,15,0,0,0,1,65.6,0,0,0,0,0,1,0,0,18000,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"High School","Voc","South","Hispanic",15,0
"1415",1415,3666,16,0,1,0,1,57.8,0,0,0,1,1,0,0,0,18000,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"College Grad","Missing","South","Hispanic",16,0
"1416",1416,3667,16,0,0,0,1,61.77,0,0,0,0,0,0,0,0,18000,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"High School","High School","South","Hispanic",16,0
"1417",1417,3669,16,0,0,0,1,59.83,0,0,0,1,0,0,0,1,18000,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"College Grad","College Grad","South","Hispanic",16,0
"1418",1418,3670,13,0,1,0,1,65.79,1,0,0,0,0,0,0,0,18000,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"Missing","High School","South","Hispanic",13,0
"1419",1419,3671,16,0,0,0,0,63.51,1,0,0,0,0,1,0,0,3500,0,0,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"Missing","Voc","South","White/Other",16,0
"1420",1420,3672,16,0,1,0,1,65.75,0,0,0,0,0,0,1,0,22500,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"High School","Some College","South","Hispanic",16,0
"1421",1421,3673,12,0,1,0,1,56.6,0,0,0,0,0,0,1,0,18000,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"High School","Some College","South","Hispanic",12,0
"1422",1422,3674,16,0,1,0,1,58.67,0,0,1,0,0,0,0,0,9500,0,1,27,1,5.9,10980,9.92,288.68,454.97,3,4,0,1,0,TRUE,"Some College","High School","South","Hispanic",16,0
"1423",1423,3682,12,0,0,0,1,59.81,1,0,0,0,0,0,0,0,0,1,1,10,1,12.8,10980,9.92,288.68,454.97,45,22,0,1,0,FALSE,"Missing","High School","South","Hispanic",12,0
"1424",1424,3685,16,0,1,0,0,58.25,0,0,0,0,0,0,0,1,0,1,1,22,0,5.9,10980,9.92,288.68,454.97,20,20,0,1,0,FALSE,"High School","College Grad","South","White/Other",16,0
"1425",1425,3694,15,0,0,0,0,60.51,0,0,0,0,1,0,0,0,14000,0,1,12,0,6.8,10980,9.92,288.68,454.97,80,37,0,1,0,FALSE,"High School","Missing","South","White/Other",15,0
"1426",1426,3698,14,0,0,0,1,57.52,0,0,0,0,1,0,0,0,9500,0,1,8,0,24.9,10980,9.92,288.68,454.97,1,150,0,1,0,TRUE,"High School","Missing","South","Hispanic",14,0
"1427",1427,3699,15,0,0,0,1,62.44,0,0,0,1,0,0,1,0,14000,0,1,8,0,24.9,10980,9.92,288.68,454.97,1,150,0,1,0,TRUE,"College Grad","Some College","South","Hispanic",15,0
"1428",1428,3702,15,0,1,0,1,55.5,0,0,0,1,0,0,0,0,22500,0,1,8,0,24.9,10980,9.92,288.68,454.97,1,150,0,1,0,TRUE,"College Grad","High School","South","Hispanic",15,0
"1429",1429,3707,15,0,0,0,1,56.02,0,0,0,0,0,0,0,0,14000,0,1,18,0,9.1,10980,9.92,288.68,454.97,12,25,0,1,0,TRUE,"High School","High School","South","Hispanic",15,0
"1430",1430,3711,16,0,1,0,0,60.45,0,0,0,1,0,0,0,0,31500,0,1,50,0,11.9,10166,8.41,258.66,692.84,10,200,0,0,1,TRUE,"College Grad","High School","West","White/Other",16,0
"1431",1431,3715,12,0,1,0,1,55.54,0,0,0,0,0,0,0,0,0,1,1,44,0,8.9,9078,8.32,401.85,495.38,2,2,0,0,1,FALSE,"High School","High School","West","Hispanic",12,0
"1432",1432,3718,14,0,0,0,1,58.48,0,1,0,0,0,0,0,1,18000,0,1,44,0,8.9,9078,8.32,401.85,495.38,2,2,0,0,1,FALSE,"Voc","College Grad","West","Hispanic",14,0
"1433",1433,3721,12,0,1,0,0,58.25,0,0,0,0,1,0,0,0,18000,0,1,36,1,5.6,11549,9.55,654.73,806,3,3,0,0,1,FALSE,"High School","Missing","West","White/Other",12,0
"1434",1434,3730,16,0,0,0,1,62.14,0,0,0,0,0,0,0,0,22500,0,1,40,0,8.1,9078,8.32,401.85,495.38,30,30,0,0,1,FALSE,"High School","High School","West","Hispanic",16,0
"1435",1435,3738,16,0,1,0,1,58.02,0,0,0,0,0,0,0,0,9500,0,0,48,0,11.6,9078,8.32,401.85,495.38,60,60,0,0,1,FALSE,"High School","High School","West","Hispanic",16,0
"1436",1436,3741,13,0,1,0,1,56.71,0,0,0,0,0,0,0,0,14000,0,0,48,0,11.6,9078,8.32,401.85,495.38,60,60,0,0,1,FALSE,"High School","High School","West","Hispanic",13,0
"1437",1437,3742,16,0,1,0,1,58.68,0,0,0,0,0,0,0,0,14000,0,1,48,0,11.6,9078,8.32,401.85,495.38,60,60,0,0,1,FALSE,"High School","High School","West","Hispanic",16,0
"1438",1438,3743,16,0,0,0,1,59.12,0,0,0,1,0,0,0,0,14000,0,1,48,0,11.6,9078,8.32,401.85,495.38,60,60,0,0,1,FALSE,"College Grad","High School","West","Hispanic",16,0
"1439",1439,3751,12,0,1,0,0,59.46,0,0,0,1,0,0,0,1,62000,0,1,50,0,8,10166,8.41,258.66,692.84,7,70,0,0,1,TRUE,"College Grad","College Grad","West","White/Other",12,0
"1440",1440,3752,15,0,0,0,0,59.42,0,0,0,1,0,0,1,0,18000,0,1,50,0,8,10166,8.41,258.66,692.84,7,70,0,0,1,TRUE,"College Grad","Some College","West","White/Other",15,0
"1441",1441,3753,14,0,0,0,0,62.21,0,0,0,0,0,0,0,0,18000,0,1,50,1,6.1,10166,8.41,258.66,692.84,2,6,0,0,1,TRUE,"High School","High School","West","White/Other",14,0
"1442",1442,3755,15,0,0,0,1,57.56,0,0,0,1,0,0,0,0,0,1,1,50,1,6.1,10166,8.41,258.66,692.84,2,6,0,0,1,TRUE,"College Grad","High School","West","Hispanic",15,0
"1443",1443,3763,13,0,0,0,0,65.32,1,0,0,0,0,0,0,0,9500,0,0,30,0,6.8,10166,8.41,258.66,692.84,20,50,0,0,1,TRUE,"Missing","High School","West","White/Other",13,0
"1444",1444,3764,16,0,0,0,1,55.62,0,0,1,0,0,0,0,0,14000,0,1,53,0,6.6,12572,8.89,0,257.51,8,12,0,0,1,TRUE,"Some College","High School","West","Hispanic",16,0
"1445",1445,3765,16,0,0,0,0,55.72,0,0,1,0,0,0,1,0,0,1,1,25,0,6.6,12572,8.89,0,257.51,5,4,0,0,1,FALSE,"Some College","Some College","West","White/Other",16,0
"1446",1446,3766,15,0,0,0,0,56.82,0,0,0,1,0,0,0,0,14000,0,0,25,0,6.6,12572,8.89,0,257.51,5,4,0,0,1,FALSE,"College Grad","High School","West","White/Other",15,0
"1447",1447,3767,15,0,0,0,0,65.04,0,0,0,1,0,0,0,0,14000,0,1,25,0,6.6,12572,8.89,0,257.51,5,4,0,0,1,FALSE,"College Grad","High School","West","White/Other",15,0
"1448",1448,3769,16,0,0,0,0,64.92,0,0,0,1,0,0,1,0,31500,0,1,25,0,6.6,12572,8.89,0,257.51,5,4,0,0,1,FALSE,"College Grad","Some College","West","White/Other",16,0
"1449",1449,3770,17,0,0,0,0,65.57,0,0,1,0,0,0,0,0,0,1,1,25,0,6.6,12572,8.89,0,257.51,5,4,0,0,1,FALSE,"Some College","High School","West","White/Other",17,0
"1450",1450,3775,16,0,0,0,0,64.91,0,0,0,0,0,0,0,0,22500,0,1,32,0,6.8,12572,8.89,0,257.51,5,15,0,0,1,TRUE,"High School","High School","West","White/Other",16,0
"1451",1451,3777,15,0,1,0,0,57.48,0,0,1,0,0,0,1,0,9500,0,1,32,0,6.8,12572,8.89,0,257.51,5,15,0,0,1,TRUE,"Some College","Some College","West","White/Other",15,0
"1452",1452,3781,16,0,0,0,0,60.71,0,0,0,0,0,0,0,0,14000,0,1,23,0,6.8,12572,8.89,0,257.51,10,15,0,0,1,TRUE,"High School","High School","West","White/Other",16,0
"1453",1453,3783,16,0,1,0,1,56.02,0,0,1,0,0,0,1,0,14000,0,1,18,0,6.6,12572,8.89,0,257.51,6,10,0,0,1,TRUE,"Some College","Some College","West","Hispanic",16,0
"1454",1454,3784,17,0,0,0,0,63.06,1,0,0,0,0,0,0,0,18000,0,1,18,0,6.6,12572,8.89,0,257.51,6,10,0,0,1,TRUE,"Missing","High School","West","White/Other",17,0
"1455",1455,3786,13,0,0,0,1,63.89,0,0,1,0,0,0,0,0,14000,0,1,22,1,6.8,12572,8.89,0,257.51,0,7,0,0,1,TRUE,"Some College","High School","West","Hispanic",13,0
"1456",1456,3787,17,0,0,1,0,59.36,0,0,0,0,0,0,1,0,18000,0,1,50,0,6.6,12572,8.89,0,257.51,5,5,0,0,1,FALSE,"High School","Some College","West","Black",17,0
"1457",1457,3789,16,0,0,0,0,55.28,0,0,0,1,0,0,0,1,31500,0,1,50,0,6.6,12572,8.89,0,257.51,5,5,0,0,1,FALSE,"College Grad","College Grad","West","White/Other",16,0
"1458",1458,3790,15,0,0,0,0,57.22,0,0,0,0,0,0,0,0,18000,0,1,37,0,6.6,12572,8.89,0,257.51,8,10,0,0,1,TRUE,"High School","High School","West","White/Other",15,0
"1459",1459,3793,17,0,0,0,1,63.25,0,0,1,0,0,0,1,0,62000,0,1,65,0,9,12572,8.89,0,257.51,17,22,0,0,1,TRUE,"Some College","Some College","West","Hispanic",17,0
"1460",1460,3795,16,0,0,0,1,58.62,0,0,1,0,0,0,1,0,31500,0,0,42,0,6.8,12572,8.89,0,257.51,5,15,0,0,1,TRUE,"Some College","Some College","West","Hispanic",16,0
"1461",1461,3796,15,0,1,0,0,57.75,0,1,0,0,0,0,0,1,31500,0,0,22,0,6.6,12572,8.89,0,257.51,7,5,0,0,1,FALSE,"Voc","College Grad","West","White/Other",15,0
"1462",1462,3801,17,0,1,0,0,68.36,0,1,0,0,0,0,1,0,22500,0,1,45,0,9,12572,8.89,0,257.51,1,25,0,0,1,TRUE,"Voc","Some College","West","White/Other",17,0
"1463",1463,3802,12,0,1,0,0,60.27,0,0,0,0,0,0,0,1,18000,0,1,44,0,7.2,12572,8.89,0,257.51,4,10,0,0,1,TRUE,"High School","College Grad","West","White/Other",12,0
"1464",1464,3804,15,0,0,0,1,58.19,0,0,0,0,0,0,0,0,9500,0,1,56,0,6.6,12572,8.89,0,257.51,1,1,0,0,1,FALSE,"High School","High School","West","Hispanic",15,0
"1465",1465,3807,18,0,1,0,0,59.24,0,0,0,0,0,0,0,0,18000,0,0,50,0,8.7,12572,8.89,0,257.51,20,21,0,0,1,TRUE,"High School","High School","West","White/Other",18,0
"1466",1466,3808,12,0,1,0,0,62.28,0,0,0,0,0,0,1,0,9500,0,1,50,0,8.7,12572,8.89,0,257.51,20,21,0,0,1,TRUE,"High School","Some College","West","White/Other",12,0
"1467",1467,3815,13,0,0,0,1,61.54,0,0,0,0,0,0,0,0,14000,0,0,23,0,22.3,12572,8.89,0,257.51,15,120,0,0,1,TRUE,"High School","High School","West","Hispanic",13,0
"1468",1468,3822,15,0,1,0,1,56.33,0,0,0,1,0,0,0,0,0,1,0,19,0,10.7,12625,689.38,1127.02,1127.02,15,15,0,0,0,FALSE,"College Grad","High School","East","Hispanic",15,0
"1469",1469,3826,17,0,0,0,1,61.31,0,0,0,0,0,0,0,0,18000,0,1,19,0,10.7,12625,689.38,1127.02,1127.02,15,15,0,0,0,FALSE,"High School","High School","East","Hispanic",17,0
"1470",1470,3833,16,0,1,0,0,63.88,0,0,1,0,0,0,1,0,18000,0,1,52,0,8.2,10549,7.54,513.86,818.71,7,12,0,1,0,TRUE,"Some College","Some College","South","White/Other",16,0
"1471",1471,3835,16,0,0,0,0,66.97,0,0,0,0,0,0,0,0,18000,0,1,12,1,8.2,10549,7.54,513.86,818.71,3,1,0,1,0,FALSE,"High School","High School","South","White/Other",16,0
"1472",1472,3837,15,0,1,0,0,58.55,0,0,0,0,0,1,0,0,14000,0,1,23,1,8.2,10549,7.54,513.86,818.71,10,5,0,1,0,FALSE,"High School","Voc","South","White/Other",15,0
"1473",1473,3839,18,0,0,0,1,64.33,0,1,0,0,0,0,0,0,22500,0,1,23,1,8.2,10549,7.54,513.86,818.71,10,5,0,1,0,FALSE,"Voc","High School","South","Hispanic",18,0
"1474",1474,3840,17,0,0,0,0,71.36,0,0,0,1,0,0,0,1,18000,0,1,49,1,8.2,10549,7.54,513.86,818.71,4,10,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",17,0
"1475",1475,3842,16,0,1,0,1,59.86,0,0,0,0,0,1,0,0,18000,0,1,49,1,8.2,10549,7.54,513.86,818.71,4,10,0,1,0,TRUE,"High School","Voc","South","Hispanic",16,0
"1476",1476,3845,16,0,0,0,1,60.98,0,0,1,0,0,0,0,0,18000,0,1,23,0,8.2,10549,7.54,513.86,818.71,7,7,0,1,0,FALSE,"Some College","High School","South","Hispanic",16,0
"1477",1477,3846,16,0,0,0,1,56.56,0,0,0,0,1,0,0,0,9500,0,1,14,1,8.2,10549,7.54,513.86,818.71,3,6,0,1,0,TRUE,"High School","Missing","South","Hispanic",16,0
"1478",1478,3848,16,0,0,1,0,59.14,0,0,0,1,1,0,0,0,22500,0,1,5,0,8.2,10549,7.54,513.86,818.71,2,13,0,1,0,TRUE,"College Grad","Missing","South","Black",16,0
"1479",1479,3849,16,0,1,1,0,57.71,0,0,0,0,0,1,0,0,18000,0,1,5,0,8.2,10549,7.54,513.86,818.71,2,13,0,1,0,TRUE,"High School","Voc","South","Black",16,0
"1480",1480,3856,16,0,1,0,0,67.02,0,0,0,0,0,0,0,0,14000,0,1,73,1,9.5,11852,9.64,1010.39,1152.42,5,3,0,0,0,FALSE,"High School","High School","East","White/Other",16,0
"1481",1481,3862,16,0,1,1,0,56.1,1,0,0,0,0,1,0,0,3500,0,0,1,1,9.2,11852,9.64,1010.39,1152.42,2,2,0,0,0,FALSE,"Missing","Voc","East","Black",16,0
"1482",1482,3871,16,0,1,0,0,61.36,0,0,0,1,0,1,0,0,22500,0,1,95,0,8.9,12059,510.39,931.87,931.87,2,2,1,0,0,FALSE,"College Grad","Voc","Midwest","White/Other",16,0
"1483",1483,3873,17,0,0,0,0,64.75,0,0,0,1,1,0,0,0,62000,0,1,89,0,2.5,10815,7.18,394.92,1165.13,10,10,0,1,0,FALSE,"College Grad","Missing","South","White/Other",17,0
"1484",1484,3874,17,0,0,0,1,62.9,0,0,0,1,0,0,0,1,62000,0,1,89,0,2.5,10815,7.18,394.92,1165.13,10,10,0,1,0,FALSE,"College Grad","College Grad","South","Hispanic",17,0
"1485",1485,3875,15,0,0,0,0,55.53,0,0,0,1,0,0,1,0,62000,0,1,89,0,2.5,10815,7.18,394.92,1165.13,10,10,0,1,0,FALSE,"College Grad","Some College","South","White/Other",15,0
"1486",1486,3876,16,0,0,0,1,67.78,0,0,0,1,0,0,1,0,62000,0,1,89,0,2.5,10815,7.18,394.92,1165.13,10,10,0,1,0,FALSE,"College Grad","Some College","South","Hispanic",16,0
"1487",1487,3877,16,0,0,0,0,69.9,0,0,0,1,0,0,0,1,31500,0,1,89,0,2.5,10815,7.18,394.92,1165.13,10,10,0,1,0,FALSE,"College Grad","College Grad","South","White/Other",16,0
"1488",1488,3879,15,0,0,0,0,58.88,0,0,0,1,0,0,0,0,22500,0,1,71,0,6.2,10840,9.96,836.03,1404.16,7,8,0,0,0,TRUE,"College Grad","High School","East","White/Other",15,0
"1489",1489,3881,17,0,0,0,0,68.37,0,0,0,1,0,0,0,0,14000,0,1,71,0,6.2,10840,9.96,836.03,1404.16,7,8,0,0,0,TRUE,"College Grad","High School","East","White/Other",17,0
"1490",1490,3882,12,0,1,1,0,56.56,0,0,0,0,0,0,0,1,14000,0,0,71,0,6.2,10840,9.96,836.03,1404.16,7,8,0,0,0,TRUE,"High School","College Grad","East","Black",12,0
"1491",1491,3884,13,0,1,1,0,59.2,0,0,0,1,0,0,0,1,22500,0,0,96,0,5.6,12625,689.38,1127.02,1127.02,10,10,0,0,0,FALSE,"College Grad","College Grad","East","Black",13,0
"1492",1492,3885,17,0,0,0,0,69.16,0,0,0,1,0,0,0,1,62000,0,1,96,0,5.6,12625,689.38,1127.02,1127.02,10,10,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",17,0
"1493",1493,3887,16,0,1,0,1,61.51,0,0,1,0,0,0,1,0,18000,0,1,96,0,5.6,12625,689.38,1127.02,1127.02,10,10,0,0,0,FALSE,"Some College","Some College","East","Hispanic",16,0
"1494",1494,3889,12,0,1,0,0,58.95,0,0,1,0,0,0,0,0,3500,0,1,99,0,5.3,11852,9.64,1010.39,1152.42,10,5,0,0,0,FALSE,"Some College","High School","East","White/Other",12,0
"1495",1495,3890,16,0,1,0,0,68.88,0,1,0,0,0,1,0,0,18000,0,1,99,0,5.3,11852,9.64,1010.39,1152.42,10,5,0,0,0,FALSE,"Voc","Voc","East","White/Other",16,0
"1496",1496,3892,16,0,1,0,0,61.19,0,0,0,1,0,0,0,1,31500,0,1,99,0,5.3,11852,9.64,1010.39,1152.42,10,5,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"1497",1497,3893,16,0,1,1,0,64.97,0,1,0,0,0,0,0,0,22500,0,1,40,0,7.8,8731,9.07,450.35,669.75,0,2,0,1,0,TRUE,"Voc","High School","South","Black",16,0
"1498",1498,3894,16,0,0,0,0,59.31,0,0,0,0,0,0,0,1,31500,0,1,25,0,6.4,10041,9.76,384.53,484.99,5,2,1,0,0,FALSE,"High School","College Grad","Midwest","White/Other",16,0
"1499",1499,3896,17,0,1,1,0,55.21,1,0,0,0,0,0,0,0,22500,0,1,25,0,6.4,10041,9.76,384.53,484.99,5,2,1,0,0,FALSE,"Missing","High School","Midwest","Black",17,0
"1500",1500,3898,17,0,0,1,0,60.71,1,0,0,0,0,0,0,1,22500,0,1,25,0,6.4,10041,9.76,384.53,484.99,5,2,1,0,0,FALSE,"Missing","College Grad","Midwest","Black",17,0
"1501",1501,3903,16,0,0,1,0,69.61,0,0,1,0,0,0,0,1,18000,0,1,0,1,6.1,9776,9.9,404.16,673.21,0,3,0,1,0,TRUE,"Some College","College Grad","South","Black",16,0
"1502",1502,3904,16,0,1,1,0,56.04,0,0,0,0,0,0,0,0,0,1,1,0,1,6.1,9776,9.9,404.16,673.21,0,3,0,1,0,TRUE,"High School","High School","South","Black",16,0
"1503",1503,3910,14,0,1,1,0,58.78,1,0,0,0,0,0,0,0,9500,0,1,9,1,7,10041,9.76,384.53,484.99,3,3,1,0,0,FALSE,"Missing","High School","Midwest","Black",14,0
"1504",1504,3912,14,0,1,1,0,55.25,0,0,1,0,0,0,1,0,14000,0,1,9,1,7,10041,9.76,384.53,484.99,3,3,1,0,0,FALSE,"Some College","Some College","Midwest","Black",14,0
"1505",1505,3914,13,0,1,1,0,59.12,1,0,0,0,1,0,0,0,9500,0,0,66,0,7.6,11427,616.63,1166.28,1166.28,2,2,1,0,0,FALSE,"Missing","Missing","Midwest","Black",13,0
"1506",1506,3915,16,0,1,1,0,58.18,1,0,0,0,0,0,0,0,9500,0,0,33,0,5.6,12625,689.38,1127.02,1127.02,4,4,0,0,0,FALSE,"Missing","High School","East","Black",16,0
"1507",1507,3916,13,0,1,1,0,56.4,0,0,0,0,0,0,0,0,0,1,0,33,0,5.6,12625,689.38,1127.02,1127.02,4,4,0,0,0,FALSE,"High School","High School","East","Black",13,0
"1508",1508,3917,16,0,1,1,0,58.18,0,0,0,0,0,0,0,0,14000,0,1,33,0,5.6,12625,689.38,1127.02,1127.02,4,4,0,0,0,FALSE,"High School","High School","East","Black",16,0
"1509",1509,3918,16,0,1,1,0,57.61,1,0,0,0,0,0,0,1,14000,0,0,33,0,5.6,12625,689.38,1127.02,1127.02,4,4,0,0,0,FALSE,"Missing","College Grad","East","Black",16,0
"1510",1510,3919,14,0,0,0,0,64.22,0,0,0,0,0,0,0,0,9500,0,1,100,1,9.2,11852,9.64,1010.39,1152.42,5,2,0,0,0,FALSE,"High School","High School","East","White/Other",14,0
"1511",1511,3920,14,0,0,0,0,65.53,0,0,0,0,0,0,1,0,0,1,0,100,1,9.2,11852,9.64,1010.39,1152.42,5,2,0,0,0,FALSE,"High School","Some College","East","White/Other",14,0
"1512",1512,3921,17,0,0,0,0,66.17,0,0,0,1,0,0,0,1,62000,0,1,95,0,4.7,12572,8.89,0,257.51,2,6,0,0,1,TRUE,"College Grad","College Grad","West","White/Other",17,0
"1513",1513,3922,16,0,1,0,0,64.61,1,0,0,0,0,0,0,1,22500,0,1,95,0,4.7,12572,8.89,0,257.51,2,6,0,0,1,TRUE,"Missing","College Grad","West","White/Other",16,0
"1514",1514,3923,16,0,1,0,0,67.32,0,0,0,1,0,0,0,0,62000,0,1,95,0,4.7,12572,8.89,0,257.51,2,6,0,0,1,TRUE,"College Grad","High School","West","White/Other",16,0
"1515",1515,3924,17,0,1,0,0,59.88,0,0,0,1,0,0,1,0,62000,0,1,95,0,4.7,12572,8.89,0,257.51,2,6,0,0,1,TRUE,"College Grad","Some College","West","White/Other",17,0
"1516",1516,3925,16,0,0,0,0,57.75,0,0,0,1,0,0,0,1,31500,0,1,95,0,4.7,12572,8.89,0,257.51,2,6,0,0,1,TRUE,"College Grad","College Grad","West","White/Other",16,0
"1517",1517,3926,13,0,0,0,0,66.66,0,0,0,1,0,0,0,1,62000,0,1,95,0,4.7,12572,8.89,0,257.51,2,6,0,0,1,TRUE,"College Grad","College Grad","West","White/Other",13,0
"1518",1518,3928,16,0,1,0,0,62.73,1,0,0,0,0,0,0,0,62000,0,1,95,0,4.7,12572,8.89,0,257.51,2,6,0,0,1,TRUE,"Missing","High School","West","White/Other",16,0
"1519",1519,3929,15,0,0,0,0,57.89,0,0,0,0,0,0,0,0,18000,0,1,98,0,8.9,11427,616.63,1166.28,1166.28,2,2,1,0,0,FALSE,"High School","High School","Midwest","White/Other",15,0
"1520",1520,3931,13,0,0,0,0,62,0,0,0,0,0,0,0,0,18000,0,1,98,0,8.9,11427,616.63,1166.28,1166.28,2,2,1,0,0,FALSE,"High School","High School","Midwest","White/Other",13,0
"1521",1521,3932,12,0,1,0,0,56.6,0,1,0,0,0,0,0,0,31500,0,1,98,0,8.9,11427,616.63,1166.28,1166.28,2,2,1,0,0,FALSE,"Voc","High School","Midwest","White/Other",12,0
"1522",1522,3933,16,0,0,0,0,67.92,0,0,0,1,0,0,1,0,62000,0,0,94,0,5.4,13301,8.85,408.78,849.88,6,6,0,0,0,FALSE,"College Grad","Some College","East","White/Other",16,0
"1523",1523,3934,13,0,0,0,0,66.62,0,0,0,1,0,0,0,1,62000,0,1,94,0,5.4,13301,8.85,408.78,849.88,6,6,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",13,0
"1524",1524,3935,16,0,0,0,0,59.44,0,0,0,1,0,0,0,1,62000,0,1,94,0,5.4,13301,8.85,408.78,849.88,6,6,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"1525",1525,3936,12,0,0,0,0,59.62,0,0,0,1,0,0,0,1,62000,0,1,100,1,5.2,8977,7.33,135.1,655.89,25,5,0,1,0,FALSE,"College Grad","College Grad","South","White/Other",12,0
"1526",1526,3937,15,0,1,0,0,63.01,0,0,0,1,0,0,0,0,31500,0,1,100,1,5.2,8977,7.33,135.1,655.89,25,5,0,1,0,FALSE,"College Grad","High School","South","White/Other",15,0
"1527",1527,3938,12,0,1,0,0,59.87,1,0,0,0,1,0,0,0,22500,0,1,100,1,5.2,8977,7.33,135.1,655.89,25,5,0,1,0,FALSE,"Missing","Missing","South","White/Other",12,0
"1528",1528,3939,16,0,1,0,0,63.27,0,0,0,0,0,0,0,0,14000,0,1,100,1,5.2,8977,7.33,135.1,655.89,25,5,0,1,0,FALSE,"High School","High School","South","White/Other",16,0
"1529",1529,3941,14,0,1,0,0,63.74,0,0,0,0,0,0,0,0,31500,0,1,100,1,5.2,8977,7.33,135.1,655.89,25,5,0,1,0,FALSE,"High School","High School","South","White/Other",14,0
"1530",1530,3944,17,0,0,0,0,59.89,0,0,0,1,0,0,0,0,31500,0,1,97,1,4.9,10980,9.92,288.68,454.97,2,15,0,1,0,TRUE,"College Grad","High School","South","White/Other",17,0
"1531",1531,3945,13,0,1,0,0,66.8,1,0,0,0,1,0,0,0,18000,0,1,97,1,4.9,10980,9.92,288.68,454.97,2,15,0,1,0,TRUE,"Missing","Missing","South","White/Other",13,0
"1532",1532,3947,16,0,0,0,0,63.67,0,0,0,1,0,0,0,0,22500,0,1,97,1,4.9,10980,9.92,288.68,454.97,2,15,0,1,0,TRUE,"College Grad","High School","South","White/Other",16,0
"1533",1533,3948,13,0,0,0,0,58.42,0,0,1,0,0,0,1,0,22500,0,1,97,1,4.9,10980,9.92,288.68,454.97,2,15,0,1,0,TRUE,"Some College","Some College","South","White/Other",13,0
"1534",1534,3949,15,0,0,0,0,66.52,0,0,0,1,0,0,0,1,62000,0,0,90,1,9.2,11852,9.64,1010.39,1152.42,0,0,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",15,0
"1535",1535,3950,17,0,1,0,0,68.46,0,0,0,1,0,1,0,0,62000,0,1,90,1,9.2,11852,9.64,1010.39,1152.42,0,0,0,0,0,FALSE,"College Grad","Voc","East","White/Other",17,0
"1536",1536,3951,13,0,0,0,0,63.83,0,0,0,1,0,0,0,0,62000,0,0,90,1,9.2,11852,9.64,1010.39,1152.42,0,0,0,0,0,FALSE,"College Grad","High School","East","White/Other",13,0
"1537",1537,3952,16,0,0,0,0,67.22,0,0,0,1,0,0,0,1,0,1,0,90,1,9.2,11852,9.64,1010.39,1152.42,0,0,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"1538",1538,3953,17,0,1,0,0,68.08,0,0,0,1,0,0,0,1,0,1,0,90,1,9.2,11852,9.64,1010.39,1152.42,0,0,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",17,0
"1539",1539,3956,15,0,0,0,0,58.14,0,0,0,1,0,0,1,0,0,1,1,100,0,7.3,9279,7.35,509.24,751.73,40,40,0,1,0,FALSE,"College Grad","Some College","South","White/Other",15,0
"1540",1540,3959,15,0,1,0,0,55.8,0,0,0,1,0,0,0,0,0,1,1,88,0,6.3,10721,916.86,1016.17,1016.17,10,10,1,0,0,FALSE,"College Grad","High School","Midwest","White/Other",15,0
"1541",1541,3960,15,0,1,0,0,60.69,0,1,0,0,0,0,1,0,31500,0,1,88,0,6.3,10721,916.86,1016.17,1016.17,10,10,1,0,0,FALSE,"Voc","Some College","Midwest","White/Other",15,0
